"Rank","Player","Team","Bye","POS","Sleeper","RTSports","AVG"
"305","O.J. Howard","","","TE36","","","170.0"
"306","John Ross","","","WR96","","","171.0"
"307","Jason Myers","SEA","5","K27","","","269.3"
"308","Marlon Mack","","","RB87","","","173.0"
"309","Zach Zenner","","","RB88","","","241.0"
"310","C.J. Fiedorowicz","","","TE37","","","278.5"
"311","Alvin Kamara","NO","5","RB89","","","183.0"
"312","Jalen Richard","","","RB90","","","184.0"
"313","Los Angeles Chargers","DST","","DST28","","","263.0"
"314","Josh Ferguson","","","RB91","","","189.0"
"315","Jeremy McNichols","WAS","9","RB92","","","189.0"
"316","Aaron Jones Sr.","MIN","6","RB93","","","191.0"
"317","Luke Willson","","","TE38","","","276.3"
"318","Benny Cunningham Jr.","","","RB94","","","247.5"
"319","Trevor Siemian","ATL","11","QB36","","","274.8"
"320","Quincy Enunwa","","","WR97","","","195.0"
"321","D","","'Onta Foreman","","","RB95","","","200.0"
"322","Donnel Pumphrey","","","RB96","","","202.0"
"323","Wil Lutz","DEN","11","K28","","","203.0"
"324","Jacquizz Rodgers","","","RB97","","","260.5"
"325","Jeff Janis","","","WR98","","","269.3"
"326","Jerell Adams","","","TE39","","","205.0"
"327","David Njoku","","","TE40","","","206.0"
"328","New Orleans Saints","DST","5","DST29","","","254.0"
"329","Austin Hooper","ATL","11","TE41","","","286.0"
"330","Robbie Chosen","","","WR99","","","209.0"
"331","Will","Tye","","TE42","","","271.7"
"332","Taylor Gabriel","","","WR100","","","212.0"
"333","Alfred Blue","","","RB98","","","272.3"
"334","Steve Johnson","","","WR101","","","258.0"
"335","Phil Dawson","","","K29","","","274.0"
"336","San Francisco 49ers","DST","8","DST30","","","259.0"
"337","Deshaun Watson","CLE","13","QB37","","","218.0"
"338","Kenjon Barner","","","RB99","","","221.0"
"339","Wayne Gallman Jr.","","","RB100","","","221.0"
"340","Quinton Patton","","","WR102","","","222.0"
"341","Robert Turbin","","","RB101","","","262.0"
"342","Jaelen Strong","","","WR103","","","263.5"
"343","Tennessee Titans","DST","13","DST31","","","263.5"
"344","Tyler Gaffney","","","RB102","","","227.0"
"345","Rueben Randle","","","WR104","","","277.0"
"346","Pharoh Cooper","","","WR105","","","229.0"
"347","Cooper Kupp","SEA","5","WR106","","","229.0"
"348","Ka","","'Deem Carey","","","RB103","","","265.5"
"349","Curtis Samuel","","","WR107","","","231.0"
"350","Vernon Davis","","","TE43","","","301.3"
"351","Mark Sanchez","","","QB38","","","281.0"
"352","Keith Marshall","","","RB104","","","240.0"
"353","Tyler Higbee","LAR","8","TE44","","","241.0"
"354","Evan Engram","DEN","11","TE45","","","241.0"
"355","Tyler Ervin","","","RB105","","","242.0"
"356","Greg Zuerlein","","","K30","","","287.3"
"357","James Conner","ARI","9","RB106","","","245.0"
"358","Shaun Draughn","","","RB107","","","249.0"
"359","Jared Abbrederis","","","WR108","","","289.7"
"360","Josh Reynolds","","","WR109","","","256.0"
"361","Andre Johnson","","","WR110","","","279.5"
"362","Darrius Heyward-Bey","","","WR111","","","280.5"
"363","Kyle Juszczyk","SF","8","RB108","","","260.0"
"364","JuJu Smith-Schuster","","","WR112","","","261.0"
"365","Tre Mason","","","RB109","","","281.5"
"366","Mike Tolbert","","","RB110","","","283.0"
"367","Reggie Bush","","","RB111","","","289.7"
"368","Mike Glennon","","","QB39","","","310.5"
"369","Dontrelle Inman","","","WR113","","","284.0"
"370","Dennis Pitta","","","TE46","","","307.0"
"371","Brandon Bolden","","","RB112","","","308.5"
"372","Paul Richardson Jr.","","","WR114","","","268.0"
"373","Lance Dunbar","","","RB113","","","285.0"
"374","Caleb Sturgis","","","K31","","","300.0"
"375","Cleveland Browns","DST","13","DST32","","","285.5"
"376","Jeremy Kerley","","","WR115","","","270.0"
"377","Khiry Robinson","","","RB114","","","271.0"
"378","Blaine Gabbert","","","QB40","","","286.5"
"379","Nate Washington","","","WR116","","","287.5"
"380","Tarik Cohen","","","RB115","","","274.0"
"381","Brandon Coleman","","","WR117","","","278.0"
"382","Stevan Ridley","","","RB116","","","280.0"
"383","Antonio Andrews","","","RB117","","","281.0"
"384","Lance Kendricks","","","TE47","","","325.5"
"385","T.J. Logan","","","RB118","","","283.0"
"386","Seth Roberts","","","WR118","","","285.0"
"387","Michael Vick","","","QB41","","","286.0"
"388","Larry Donnell","","","TE48","","","321.5"
"389","Dwayne Harris","","","WR119","","","287.0"
"390","ArDarius Stewart","","","WR120","","","287.0"
"391","Cordarrelle Patterson","","","RB119","","","301.5"
"392","Dexter McCluster","","","RB120","","","289.0"
"393","Taywan Taylor","","","WR121","","","289.0"
"394","Travis Coons","","","K32","","","317.3"
"395","Jon Baldwin","","","WR122","","","290.0"
"396","Brent Celek","","","TE49","","","302.5"
"397","Roddy White","","","WR123","","","292.0"
"398","Justin Hardy","","","WR124","","","293.0"
"399","Corey Grant","","","RB121","","","293.0"
"400","Ryan Succop","","","K33","","","301.7"
"401","Brian Hoyer","","","QB42","","","329.5"
"402","De","","'Anthony Thomas","","","WR125","","","295.0"
"403","D.J. Foster","","","RB122","","","296.0"
"404","Cody Parkey","","","K34","","","311.5"
"405","Matt Jones","","","WR126","","","297.0"
"406","Damien Williams","","","RB123","","","297.0"
"407","Reggie Diggs","","","WR127","","","298.0"
"408","Mitchell Trubisky","TEN","13","QB43","","","298.0"
"409","Eddie Royal","","","WR128","","","299.0"
"410","Cody Kessler","","","QB44","","","299.0"
"411","Chris Conley","","","WR129","","","300.0"
"412","Rashad Greene","","","WR130","","","304.0"
"413","Bruce Ellington","","","WR131","","","306.0"
"414","Devin Hester","","","WR132","","","307.0"
"415","Case Keenum","CHI","9","QB45","","","311.0"
"416","Nelson Spruce","","","WR133","","","312.0"
"417","Jakeem Grant Sr.","","","WR134","","","318.0"
"418","Josh McCown","","","QB46","","","319.0"
"419","Aaron Burbridge","","","WR135","","","320.0"
"420","Darius Jackson","","","RB124","","","321.0"
"421","Leonte Carroo","","","WR136","","","322.0"
"422","Brett Hundley","","","QB47","","","323.0"
"423","Trevone Boykin","","","QB48","","","324.0"
"424","Cardale Jones","","","QB49","","","325.0"
"425","Dan Orlovsky","","","QB50","","","326.0"
"426","Anthony Fasano","","","TE50","","","328.0"
"427","Andrew Franks","","","K35","","","329.0"
"428","Jeff Heuerman","","","TE51","","","331.0"
"429","DeAndre Smelter","","","WR137","","","332.0"
"430","Malcolm Brown","","","RB125","","","333.0"
"431","Fozzy Whittaker","","","RB126","","","334.0"
"432","Brice Butler","","","WR138","","","336.0"
"433","Derek Anderson","","","QB51","","","337.0"
"434","Ryan Nassib","","","QB52","","","338.0"
"435","AJ McCarron","","","QB53","","","339.0"
"436","Corey Brown","","","WR139","","","340.0"
"437","Trent Richardson","","","RB127","","","341.0"
"438","Matt McGloin","","","QB54","","","342.0"
"439","Matt Schaub","","","QB55","","","343.0"
"440","Andre Williams","","","RB128","","","344.0"
"441","Marcel Reece","","","RB129","","","345.0"
"442","Geno Smith","NYJ","11","QB56","","","346.0"
"443","Chad Henne","","","QB57","","","349.0"
"444","Crockett Gillmore","","","TE52","","","351.0"
"445","Colt McCoy","","","QB58","","","352.0"
"446","Luke McCown","","","QB59","","","353.0"
"447","Matt Cassel","","","QB60","","","354.0"
"448","Albert Wilson","","","WR140","","","355.0"
"449","Scott Tolzien","","","QB61","","","358.0"
"450","Landry Jones","","","QB62","","","359.0"
"451","Kellen Clemens","","","QB63","","","360.0"
"452","Drew Stanton","","","QB64","","","362.0"
"453","David Carr","","","QB65","","","363.0"
"454","Tom Savage","","","QB66","","","364.0"
"455","Chad Pennington","","","QB67","","","366.0"
"456","Dion Sims","","","TE53","","","368.0"
"457","Kai Forbath","","","K36","","","370.0"
"458","Darren Fells","","","TE54","","","371.0"
"459","JaMarcus Russell","","","QB68","","","372.0"
"460","Garrett Celek","","","TE55","","","373.0"
"461","Ryan Griffin","","","TE56","","","374.0"
"462","MyCole Pruitt","","","TE57","","","376.0"
"463","Johnny Manziel","","","QB69","","","377.0"
"464","Chase Daniel","","","QB70","","","378.0"
"465","Mychal Rivera","","","TE58","","","380.0"
"466","A.J. Derby","","","TE59","","","381.0"
"467","Jermaine Gresham","","","TE60","","","382.0"
"468","Marcedes Lewis","","","TE61","","","383.0"
"469","Blake Bell","","","TE62","","","384.0"
"470","Charlie Batch","","","QB71","","","385.0"
"471","Rob Bironas","","","K37","","","386.0"
"472","Maxx Williams","","","TE63","","","387.0"
"473","Josh Hill","","","TE64","","","388.0"
"474","Ed Dickson","","","TE65","","","389.0"
""
""
